Resume ID,Skills,Years of Experience,Education,Certifications,Projects,Job Role
1211,"CSS, JavaScript, MongoDB, Node.js, React, HTML",2,B.E. Information Technology,"TensorFlow Developer Certificate, Scrum Master",Portfolio Website,Web Developer
1212,"SQL, MySQL, Database Tuning, Oracle, NoSQL, Data Modeling, Security, Backup and Recovery",0,B.Sc Computer Science,"Google Data Analytics, DevOps Foundation",Inventory DB Design,Database Administrator
1213,"Kubernetes, Google Cloud, AWS, Azure, Linux, Terraform, Docker, Cloud Security",8,M.Tech IT,"DevOps Foundation, Scrum Master, Microsoft Azure Fundamentals","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
1214,"NLP, Deep Learning, TensorFlow, PyTorch, Python, Computer Vision",1,B.Tech CSE,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Chatbot Development, Image Classification",AI/ML Engineer
1215,"Docker, Linux, Monitoring Tools, CI/CD, AWS, Kubernetes",4,B.E. Information Technology,"Tableau Desktop Specialist, Microsoft Azure Fundamentals, Scrum Master","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
1216,"R, SQL, Statistics, Machine Learning, Data Visualization",1,B.E. Information Technology,Scrum Master,Customer Segmentation,Data Scientist
1217,"Kotlin, UI/UX Design, Java, Android, Swift, React Native, iOS, Flutter",0,B.E. Information Technology,"React Certification, Google Data Analytics, Scrum Master","Chat Application, Fitness Tracker",Mobile App Developer
1218,"Oracle, MySQL, Data Modeling, Database Tuning, Security, NoSQL",3,M.Tech IT,Certified Ethical Hacker,Data Backup System,Database Administrator
1219,"Java, Python, Git, SQL, System Design, Algorithms, Data Structures",6,B.Tech CSE,Scrum Master,"REST API Development, E-commerce Backend",Software Engineer
1220,"NoSQL, Oracle, Database Tuning, Security, MySQL, Backup and Recovery",2,M.Tech IT,React Certification,Database Optimization,Database Administrator
1221,"SQL, UML, Power BI, Stakeholder Communication, Tableau",9,M.Tech IT,DevOps Foundation,Product Requirement Doc,Business Analyst
1222,"Express, MongoDB, Responsive Design, HTML, React, Node.js",8,MCA,"AWS Certified Solutions Architect, React Certification, Certified Ethical Hacker",Portfolio Website,Web Developer
1223,"Computer Vision, TensorFlow, Data Preprocessing, PyTorch, NLP, Machine Learning, Deep Learning",5,M.Tech IT,"Scrum Master, Certified Ethical Hacker","Object Detection System, Chatbot Development",AI/ML Engineer
1224,"Deep Learning, NLP, PyTorch, TensorFlow, Computer Vision, Machine Learning, Python, Data Preprocessing",2,MCA,"Microsoft Azure Fundamentals, Google Data Analytics","Image Classification, Object Detection System",AI/ML Engineer
1225,"SQL, Data Modeling, Security, MySQL, Backup and Recovery, Database Tuning",0,MCA,TensorFlow Developer Certificate,"Inventory DB Design, Database Optimization",Database Administrator
1226,"Algorithms, Data Structures, Git, SQL, Java, Python, C++",3,B.Sc Computer Science,"TensorFlow Developer Certificate, Oracle SQL Expert, DevOps Foundation",Library Management System,Software Engineer
1227,"Ansible, Monitoring Tools, Linux, CI/CD, Terraform",1,M.Tech IT,"React Certification, Google Data Analytics, Oracle SQL Expert",Infrastructure Automation,DevOps Engineer
1228,"Data Preprocessing, Machine Learning, TensorFlow, Deep Learning, NLP, Computer Vision, PyTorch",3,B.E. Information Technology,"DevOps Foundation, TensorFlow Developer Certificate","Image Classification, Chatbot Development",AI/ML Engineer
1229,"MySQL, NoSQL, Backup and Recovery, Oracle, Security, Database Tuning, SQL",2,B.Tech CSE,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals, Scrum Master","Data Backup System, Database Optimization",Database Administrator
1230,"Statistics, SQL, Machine Learning, Scikit-learn, Python, Data Visualization, R, Pandas",9,MCA,AWS Certified Solutions Architect,"Sales Forecasting, Sentiment Analysis",Data Scientist
1231,"Excel, UML, Tableau, SQL, Stakeholder Communication, Requirement Gathering, Power BI, Data Analysis",1,MCA,DevOps Foundation,Sales Dashboard,Business Analyst
1232,"SIEM, Network Security, Incident Response, Risk Assessment, Firewalls, Python, Cryptography, Penetration Testing",1,MCA,Microsoft Azure Fundamentals,"Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
1233,"Terraform, Kubernetes, Google Cloud, Azure, Cloud Security, Linux",5,MCA,Google Data Analytics,Cloud Cost Optimization,Cloud Engineer
1234,"Firewalls, Risk Assessment, Python, Cryptography, SIEM",6,B.E. Information Technology,AWS Certified Solutions Architect,"Firewall Configuration, Vulnerability Assessment",Cybersecurity Analyst
1235,"Java, iOS, Swift, Android, Flutter, Kotlin",6,MCA,"Scrum Master, TensorFlow Developer Certificate, Tableau Desktop Specialist",Chat Application,Mobile App Developer
1236,"Machine Learning, Data Preprocessing, Python, TensorFlow, PyTorch",4,MCA,"Scrum Master, Google Data Analytics","Object Detection System, Image Classification",AI/ML Engineer
1237,"PyTorch, Data Preprocessing, Deep Learning, Python, Machine Learning, NLP, Computer Vision",3,MCA,"Certified Ethical Hacker, TensorFlow Developer Certificate","Object Detection System, Image Classification",AI/ML Engineer
1238,"Requirement Gathering, Tableau, UML, SQL, Stakeholder Communication, Excel",9,B.Sc Computer Science,"Microsoft Azure Fundamentals, Tableau Desktop Specialist, DevOps Foundation","Market Research Analysis, Product Requirement Doc",Business Analyst
1239,"Flutter, Android, React Native, Swift, iOS, Java, Kotlin, UI/UX Design",9,B.Sc Computer Science,"Oracle SQL Expert, AWS Certified Solutions Architect, Scrum Master","Chat Application, Fitness Tracker",Mobile App Developer
1240,"Google Cloud, Azure, Linux, Terraform, AWS",2,M.Tech IT,"AWS Certified Solutions Architect, Google Data Analytics","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
1241,"CI/CD, Terraform, Kubernetes, Monitoring Tools, Linux, Ansible, AWS",7,B.Sc Computer Science,"AWS Certified Solutions Architect, Tableau Desktop Specialist",Kubernetes Cluster Deployment,DevOps Engineer
1242,"Python, Data Preprocessing, Deep Learning, Machine Learning, PyTorch, Computer Vision, TensorFlow",3,MCA,"DevOps Foundation, Oracle SQL Expert, Tableau Desktop Specialist","Chatbot Development, Object Detection System",AI/ML Engineer
1243,"PyTorch, Python, Computer Vision, Data Preprocessing, NLP",5,B.Tech CSE,Certified Ethical Hacker,"Image Classification, Object Detection System",AI/ML Engineer
1244,"Deep Learning, Machine Learning, Data Preprocessing, PyTorch, NLP, TensorFlow, Python, Computer Vision",10,B.E. Information Technology,"React Certification, DevOps Foundation",Chatbot Development,AI/ML Engineer
1245,"Express, MongoDB, CSS, Responsive Design, Node.js, React",8,B.Tech CSE,"Google Data Analytics, Scrum Master, AWS Certified Solutions Architect","E-commerce Frontend, Portfolio Website",Web Developer
1246,"Data Visualization, Pandas, SQL, Machine Learning, Python, R, Scikit-learn, Statistics",10,B.Sc Computer Science,"AWS Certified Solutions Architect, Google Data Analytics",Customer Segmentation,Data Scientist
1247,"Data Preprocessing, Python, PyTorch, Computer Vision, Deep Learning, Machine Learning",9,M.Tech IT,"Certified Ethical Hacker, Scrum Master","Object Detection System, Chatbot Development",AI/ML Engineer
1248,"TensorFlow, Machine Learning, Data Preprocessing, Deep Learning, PyTorch, NLP, Python, Computer Vision",3,MCA,"Oracle SQL Expert, DevOps Foundation","Chatbot Development, Object Detection System",AI/ML Engineer
1249,"Android, Java, Swift, UI/UX Design, React Native, Flutter, iOS",5,B.E. Information Technology,Google Data Analytics,Fitness Tracker,Mobile App Developer
1250,"Express, Responsive Design, MongoDB, HTML, JavaScript",0,B.E. Information Technology,"Google Data Analytics, React Certification",Portfolio Website,Web Developer
1251,"Data Modeling, Database Tuning, SQL, MySQL, NoSQL, Backup and Recovery",6,MCA,React Certification,"Data Backup System, Database Optimization",Database Administrator
1252,"Terraform, Linux, Kubernetes, AWS, Docker, Cloud Security",4,M.Tech IT,Google Data Analytics,Serverless Architecture,Cloud Engineer
1253,"SIEM, Cryptography, Penetration Testing, Risk Assessment, Incident Response, Python, Firewalls",4,M.Tech IT,"Scrum Master, TensorFlow Developer Certificate, Certified Ethical Hacker",Vulnerability Assessment,Cybersecurity Analyst
1254,"MongoDB, CSS, Responsive Design, Express, Node.js, React, JavaScript",8,B.Tech CSE,"Microsoft Azure Fundamentals, Google Data Analytics, Scrum Master",Blog CMS,Web Developer
1255,"iOS, Java, Android, Flutter, React Native, UI/UX Design",9,B.E. Information Technology,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, Oracle SQL Expert","Fitness Tracker, Chat Application",Mobile App Developer
1256,"SIEM, Cryptography, Incident Response, Python, Network Security, Firewalls, Risk Assessment, Penetration Testing",1,B.Sc Computer Science,"Oracle SQL Expert, AWS Certified Solutions Architect","Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
1257,"Scikit-learn, Python, Statistics, Data Visualization, R",3,B.E. Information Technology,"Google Data Analytics, TensorFlow Developer Certificate, Microsoft Azure Fundamentals","Sentiment Analysis, Customer Segmentation",Data Scientist
1258,"C++, Algorithms, Java, SQL, Git, Data Structures, Python",4,B.Sc Computer Science,DevOps Foundation,Library Management System,Software Engineer
1259,"Docker, Linux, Kubernetes, Terraform, Monitoring Tools, CI/CD, Ansible",2,B.Tech CSE,"DevOps Foundation, Tableau Desktop Specialist, Certified Ethical Hacker","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
1260,"Azure, Linux, Terraform, Kubernetes, Docker, Google Cloud, AWS",1,B.Tech CSE,"Google Data Analytics, TensorFlow Developer Certificate","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
1261,"Azure, Docker, Google Cloud, Terraform, AWS, Cloud Security",5,B.E. Information Technology,Google Data Analytics,Serverless Architecture,Cloud Engineer
1262,"Terraform, CI/CD, AWS, Ansible, Docker",2,M.Tech IT,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals","Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
1263,"Data Preprocessing, Deep Learning, NLP, Machine Learning, TensorFlow, Computer Vision, PyTorch",5,M.Tech IT,Google Data Analytics,"Object Detection System, Chatbot Development",AI/ML Engineer
1264,"React, JavaScript, Responsive Design, HTML, Express",4,B.Tech CSE,"Tableau Desktop Specialist, Oracle SQL Expert, Google Data Analytics",Blog CMS,Web Developer
1265,"Algorithms, System Design, Git, Python, Java",0,M.Tech IT,Oracle SQL Expert,REST API Development,Software Engineer
1266,"Machine Learning, Computer Vision, NLP, TensorFlow, Deep Learning",8,B.Tech CSE,"React Certification, Oracle SQL Expert",Chatbot Development,AI/ML Engineer
1267,"CI/CD, Docker, Kubernetes, Monitoring Tools, Ansible",4,B.Tech CSE,Google Data Analytics,CI/CD Pipeline Setup,DevOps Engineer
1268,"Data Visualization, Pandas, Scikit-learn, SQL, Python, Machine Learning, R",10,B.Sc Computer Science,"DevOps Foundation, Oracle SQL Expert, Scrum Master",Sentiment Analysis,Data Scientist
1269,"Firewalls, Incident Response, Python, Risk Assessment, Network Security, SIEM",1,B.Sc Computer Science,"Tableau Desktop Specialist, Scrum Master, TensorFlow Developer Certificate",Security Audit,Cybersecurity Analyst
1270,"PyTorch, NLP, TensorFlow, Computer Vision, Machine Learning, Python, Data Preprocessing, Deep Learning",0,M.Tech IT,"DevOps Foundation, Scrum Master, Certified Ethical Hacker",Object Detection System,AI/ML Engineer
1271,"Swift, Flutter, iOS, React Native, Java",3,B.Tech CSE,Microsoft Azure Fundamentals,Chat Application,Mobile App Developer
1272,"Data Structures, Python, C++, SQL, Java",9,B.Sc Computer Science,Oracle SQL Expert,E-commerce Backend,Software Engineer
1273,"Python, SIEM, Penetration Testing, Risk Assessment, Cryptography, Network Security, Firewalls",7,B.Tech CSE,"Google Data Analytics, TensorFlow Developer Certificate",Firewall Configuration,Cybersecurity Analyst
1274,"Kubernetes, CI/CD, Docker, Terraform, Linux, AWS",4,B.E. Information Technology,"Oracle SQL Expert, Scrum Master, Tableau Desktop Specialist",Kubernetes Cluster Deployment,DevOps Engineer
1275,"Java, Python, C++, System Design, SQL, Git, Algorithms, Data Structures",10,M.Tech IT,Microsoft Azure Fundamentals,"REST API Development, E-commerce Backend",Software Engineer
1276,"Computer Vision, PyTorch, Data Preprocessing, Python, NLP, TensorFlow, Deep Learning",7,B.Sc Computer Science,"TensorFlow Developer Certificate, DevOps Foundation","Object Detection System, Chatbot Development",AI/ML Engineer
1277,"Swift, UI/UX Design, Kotlin, iOS, Flutter, Android, Java",5,MCA,"Tableau Desktop Specialist, Microsoft Azure Fundamentals, React Certification",Chat Application,Mobile App Developer
1278,"CSS, Responsive Design, React, MongoDB, Express, Node.js, JavaScript",4,B.Sc Computer Science,"Certified Ethical Hacker, Tableau Desktop Specialist, DevOps Foundation","Portfolio Website, Blog CMS",Web Developer
1279,"Cryptography, Penetration Testing, Incident Response, Python, Firewalls",2,B.Tech CSE,Tableau Desktop Specialist,Vulnerability Assessment,Cybersecurity Analyst
1280,"R, Machine Learning, SQL, Pandas, Data Visualization, Scikit-learn, Statistics, Python",6,B.Sc Computer Science,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate, Tableau Desktop Specialist","Customer Segmentation, Sentiment Analysis",Data Scientist
1281,"Swift, iOS, UI/UX Design, Android, Kotlin, Flutter",5,M.Tech IT,"Oracle SQL Expert, Scrum Master","ToDo App, Chat Application",Mobile App Developer
1282,"Firewalls, SIEM, Incident Response, Network Security, Penetration Testing, Cryptography, Risk Assessment, Python",1,M.Tech IT,"Oracle SQL Expert, Scrum Master",Vulnerability Assessment,Cybersecurity Analyst
1283,"React, MongoDB, CSS, Express, JavaScript, Responsive Design, Node.js",9,MCA,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate, AWS Certified Solutions Architect",Blog CMS,Web Developer
1284,"Cloud Security, Google Cloud, Docker, Kubernetes, Azure, Linux, Terraform, AWS",8,MCA,"Oracle SQL Expert, Certified Ethical Hacker, Scrum Master",Cloud Cost Optimization,Cloud Engineer
1285,"MongoDB, Express, Node.js, CSS, HTML, JavaScript, React",5,MCA,React Certification,"Portfolio Website, E-commerce Frontend",Web Developer
1286,"Network Security, Incident Response, Cryptography, SIEM, Penetration Testing, Risk Assessment",3,MCA,"Tableau Desktop Specialist, TensorFlow Developer Certificate","Firewall Configuration, Vulnerability Assessment",Cybersecurity Analyst
1287,"Python, Firewalls, Penetration Testing, Network Security, SIEM",0,B.E. Information Technology,"Google Data Analytics, Certified Ethical Hacker",Firewall Configuration,Cybersecurity Analyst
1288,"Terraform, Google Cloud, Kubernetes, Docker, Azure, Linux",7,B.E. Information Technology,"AWS Certified Solutions Architect, Tableau Desktop Specialist",Cloud Cost Optimization,Cloud Engineer
1289,"NLP, Python, TensorFlow, Deep Learning, Computer Vision, Data Preprocessing, Machine Learning",3,M.Tech IT,"Scrum Master, TensorFlow Developer Certificate, AWS Certified Solutions Architect",Image Classification,AI/ML Engineer
1290,"Java, Android, iOS, React Native, Swift, Kotlin, UI/UX Design, Flutter",2,M.Tech IT,Scrum Master,"Fitness Tracker, ToDo App",Mobile App Developer
1291,"CSS, React, JavaScript, Express, Responsive Design, HTML, MongoDB",8,B.E. Information Technology,"Microsoft Azure Fundamentals, Scrum Master, Oracle SQL Expert","Portfolio Website, Blog CMS",Web Developer
1292,"PyTorch, Computer Vision, Data Preprocessing, NLP, Deep Learning",1,B.Tech CSE,"Microsoft Azure Fundamentals, Google Data Analytics","Image Classification, Chatbot Development",AI/ML Engineer
1293,"Power BI, Requirement Gathering, Excel, Data Analysis, SQL, Tableau, Stakeholder Communication, UML",2,B.E. Information Technology,Tableau Desktop Specialist,Sales Dashboard,Business Analyst
